frame_idx,bounding_box_height,avg_contour_area,num_contours,centroid_y,curvature_score,smoke_density,mask_entropy_bits,optical_flow_x,optical_flow_y,flow_mag_mean,flow_mag_std,flow_ang_std
355,404.0,24190.0,1,233.00130908088738,214.36744689941406,0.049351851851851855,0.2836372647889478,-1.1578868627548218,-25.801162719726562,26.808143615722656,13.887063026428223,0.6836680173873901
360,404.0,32886.0,1,228.00740436659976,89.09668731689453,0.05263117283950617,0.2974705554775755,-0.5203154683113098,-24.86519432067871,25.556102752685547,12.183849334716797,0.5619509220123291
365,404.0,36911.5,1,218.22530467017955,72.09950256347656,0.05950102880658436,0.32546099734067935,-0.4051598906517029,-21.962818145751953,22.78802490234375,8.154031753540039,0.43110600113868713
370,404.0,38903.0,1,200.05943843234024,76.03677368164062,0.06357253086419754,0.34146624070792597,-0.5662164688110352,-24.201370239257812,24.837310791015625,8.162399291992188,0.35711678862571716
375,404.0,9845.1669921875,3,196.1017137010828,96.3052749633789,0.06536779835390946,0.3483944050263288,-0.35648253560066223,-25.89145851135254,26.22734832763672,8.300125122070312,0.24979843199253082
380,404.0,7692.5,4,186.6987016397748,72.01531982421875,0.06726080246913581,0.35561733980329324,0.21759413182735443,-25.630826950073242,26.07808494567871,8.479586601257324,0.24791289865970612
385,404.0,10781.6669921875,3,199.30696486620607,88.72481536865234,0.0688966049382716,0.3617924404211287,0.45328107476234436,-26.617328643798828,27.017719268798828,7.821465969085693,0.27698343992233276
390,404.0,33533.5,1,193.9600499003484,122.49127960205078,0.0686574074074074,0.36089326600250776,1.3383722305297852,-27.00275421142578,27.66462516784668,7.497252941131592,0.29382529854774475
395,404.0,8354.75,4,199.92567514738306,79.75164794921875,0.07057098765432099,0.36805086131935905,0.29326552152633667,-25.114526748657227,25.70465660095215,6.150968551635742,0.2883051037788391
400,404.0,16910.25,2,191.49677083333333,106.7154312133789,0.07417181069958848,0.3813026234884095,0.11786145716905594,-23.74476432800293,24.327526092529297,6.183279514312744,0.25581470131874084
405,404.0,33450.5,1,186.44838393048434,200.672607421875,0.07242541152263375,0.3749103123235594,-0.34986719489097595,-22.236576080322266,22.940431594848633,6.770886421203613,0.3631637990474701
410,404.0,10629.8330078125,3,184.40873105147568,96.6438217163086,0.0701929012345679,0.3666431085081309,-1.089456558227539,-23.638826370239258,24.23806381225586,6.816521167755127,0.2540475130081177
415,404.0,11015.8330078125,3,184.39987552592865,89.36641693115234,0.07012345679012345,0.36638419863551897,-0.6575459837913513,-23.621273040771484,24.300138473510742,6.8096537590026855,0.3002108931541443
420,404.0,9009.0,4,192.0452277391779,61.46074676513672,0.07414351851851853,0.38119958056895203,-1.3497217893600464,-23.067140579223633,23.7362003326416,7.5625410079956055,0.27446621656417847
425,404.0,8931.625,4,185.21589975145807,53.088714599609375,0.07342078189300412,0.3785615820904331,-1.1077684164047241,-20.929420471191406,21.70942497253418,6.589417934417725,0.298151433467865
430,404.0,12256.8330078125,3,178.81006550407182,61.7252197265625,0.07483539094650206,0.383714638185889,-0.53622967004776,-20.278141021728516,21.169870376586914,5.872038841247559,0.3130357265472412
435,404.0,7332.7001953125,5,171.96542501861094,59.31922149658203,0.07848508230452675,0.39681866009308925,0.6713541150093079,-19.200233459472656,20.33466339111328,5.767387866973877,0.3648499548435211
440,404.0,39016.5,1,176.1524867684185,144.040283203125,0.08187757201646091,0.40876062449932077,1.1071091890335083,-19.65160369873047,20.813722610473633,6.227352619171143,0.3837655782699585
445,404.0,13665.0,3,165.11733653661506,58.30806350708008,0.08563786008230452,0.4217394667060508,1.5361360311508179,-18.581850051879883,19.9116153717041,8.075897216796875,0.3990129828453064
450,404.0,20382.25,2,153.8611861935653,92.12200927734375,0.08643518518518518,0.4244576440682325,1.812411904335022,-18.246450424194336,19.368181228637695,7.493233680725098,0.34728291630744934
455,404.0,20874.25,2,147.55286522356138,70.47589111328125,0.0873533950617284,0.4275735482005085,2.412158250808716,-18.475339889526367,19.272647857666016,6.175041198730469,0.2683570086956024
460,404.0,13106.8330078125,3,142.58889540916124,67.88970947265625,0.08393518518518518,0.41589550255734375,2.54757022857666,-18.91472816467285,19.601837158203125,5.903148174285889,0.2644973397254944
465,404.0,40521.5,1,144.37431980553532,98.79734802246094,0.08234825102880658,0.4103998289528082,2.5853066444396973,-18.58273696899414,19.250120162963867,6.4604363441467285,0.24583959579467773
470,404.0,38106.0,1,149.03253205969312,130.53196716308594,0.07927211934156378,0.3996092505338545,2.883192539215088,-17.92244529724121,18.705623626708984,6.1594557762146,0.2913067936897278
475,404.0,38680.5,1,155.5462011435564,114.41377258300781,0.07809413580246914,0.3954278983046529,3.0163016319274902,-18.312482833862305,19.153242111206055,6.617084980010986,0.28174901008605957
480,404.0,38597.5,1,153.57070622017832,90.0931396484375,0.07622942386831276,0.3887519418712789,3.196411609649658,-19.06847381591797,19.861202239990234,7.718786716461182,0.2628062963485718
485,404.0,18754.5,2,146.99729722497258,79.7186050415039,0.0737525720164609,0.3797739898923975,3.233297348022461,-17.418426513671875,18.178977966308594,6.999144077301025,0.268124520778656
490,404.0,12179.8330078125,3,143.4627720668466,89.90564727783203,0.075434670781893,0.3858850433350015,3.056884288787842,-16.531156539916992,17.595623016357422,7.520296573638916,0.36118850111961365
495,404.0,8840.125,4,137.7716522061321,101.65176391601562,0.0782150205761317,0.39585826293214815,2.3951916694641113,-16.89896011352539,17.68463134765625,7.486639976501465,0.3609415292739868
500,404.0,9073.5,4,129.82659857290508,147.46420288085938,0.08270833333333333,0.41165100841777774,1.3635947704315186,-17.138837814331055,17.969118118286133,8.80369758605957,0.4784391522407532
505,404.0,8593.2998046875,5,122.09647172128707,88.1032943725586,0.08890946502057613,0.43281924045023945,0.2013007253408432,-17.678293228149414,18.264543533325195,9.03969669342041,0.39218005537986755
510,404.0,8677.099609375,5,111.66670644866133,93.21202087402344,0.09115226337448559,0.4403042726502977,0.5177857279777527,-18.555522918701172,19.205066680908203,9.495084762573242,0.3876798748970032
515,404.0,8416.7001953125,5,114.62816017454008,94.2209243774414,0.09126543209876543,0.4406796197197552,-0.23044531047344208,-17.81181526184082,18.403043746948242,7.732263088226318,0.32623326778411865
520,404.0,16501.166015625,3,104.34729314354475,120.6160659790039,0.09717849794238684,0.4599872963092794,-0.10588706284761429,-17.414474487304688,18.555967330932617,8.475082397460938,0.49954578280448914
525,404.0,9626.900390625,5,286.2744294179354,95.42731475830078,0.09970679012345679,0.46806545060796245,-0.7835825085639954,-18.386455535888672,19.25790023803711,8.759072303771973,0.520910382270813
530,404.0,9864.0,5,270.7758903918073,95.53338623046875,0.097690329218107,0.4616310578510021,-1.235024094581604,-19.322277069091797,20.185482025146484,8.828607559204102,0.5188325047492981
535,404.0,9042.0,5,251.48172209000663,98.43458557128906,0.0965920781893004,0.4580986951897592,-1.7233052253723145,-19.065610885620117,19.87188720703125,9.262795448303223,0.5309110283851624
540,404.0,9565.7001953125,5,224.57346181011792,87.2029800415039,0.09186213991769547,0.4426550440610495,-1.6418476104736328,-19.599824905395508,20.662090301513672,9.267971992492676,0.5769895315170288
545,404.0,8627.7001953125,5,209.36548313242344,116.7613296508789,0.09557870370370371,0.4548216406238751,-0.9876981377601624,-20.723773956298828,22.015058517456055,9.582865715026855,0.6137125492095947
550,404.0,10838.900390625,5,199.1932770970902,81.6559829711914,0.10025205761316873,0.4697940884833165,-1.7063384056091309,-20.658260345458984,22.33460235595703,9.491560935974121,0.7826022505760193
555,404.0,12727.375,4,186.06016993698887,96.71031951904297,0.10299897119341564,0.47843065304021404,-0.6069204807281494,-23.126523971557617,23.876375198364258,9.187972068786621,0.54036545753479
560,404.0,18157.5,3,165.1894696647759,93.06404876708984,0.10184927983539095,0.47483041087929356,-0.7094919681549072,-21.76007843017578,22.545970916748047,8.388289451599121,0.47161638736724854
565,404.0,17139.833984375,3,159.0817268035355,124.81280517578125,0.09943930041152263,0.46721569396801177,-0.8449377417564392,-22.506650924682617,23.266441345214844,9.152164459228516,0.5000917911529541
570,404.0,5896.25,8,167.3773886448824,69.58158874511719,0.0968801440329218,0.4590271376299654,-0.21027031540870667,-24.90807342529297,25.755374908447266,14.74199104309082,0.4557141661643982
575,404.0,7442.5,6,154.14772965552166,101.3355712890625,0.09702160493827161,0.45948256801321263,0.22543801367282867,-25.062747955322266,25.474225997924805,12.327634811401367,0.2765466570854187
580,404.0,11422.125,4,141.80576813123983,142.67051696777344,0.09569701646090535,0.4552051214852469,0.18955881893634796,-23.60268783569336,24.0278377532959,8.672593116760254,0.3053346574306488
585,404.0,12610.875,4,141.5728731728432,101.2579345703125,0.09513888888888888,0.45339404173948616,0.7334526777267456,-23.049331665039062,23.52772331237793,8.46917724609375,0.32883167266845703
590,404.0,17315.5,3,160.00293198514373,134.09918212890625,0.09621656378600824,0.456886343725575,-0.9082624912261963,-22.575477600097656,23.075305938720703,8.39571475982666,0.3243970274925232
595,404.0,16588.666015625,3,159.03566584753386,130.1005096435547,0.09340277777777778,0.4477269992093406,-1.0098633766174316,-20.991247177124023,21.531524658203125,7.4604878425598145,0.3322136402130127
600,404.0,15887.1669921875,3,155.7932792858837,175.7292938232422,0.09330761316872428,0.4474148844817101,-0.6017575860023499,-20.371511459350586,20.88165855407715,7.508444309234619,0.28942161798477173
605,404.0,14472.6669921875,3,152.3460692083402,212.5522918701172,0.09077932098765432,0.439065753523945,-0.8120275735855103,-21.528566360473633,22.185331344604492,9.174392700195312,0.5265637040138245
610,404.0,7903.10009765625,5,160.09077795222953,147.09628295898438,0.086059670781893,0.42317892313875183,-1.522676706314087,-20.56740951538086,21.32166862487793,7.784688472747803,0.5894801020622253
615,404.0,7629.10009765625,5,154.41315211422295,116.46513366699219,0.08146862139917696,0.4073329466212484,-1.518782615661621,-20.666593551635742,21.59855842590332,7.921881198883057,0.524562418460846
620,404.0,19622.5,2,167.16710925974138,190.93316650390625,0.08079732510288065,0.40498240269567454,-1.3943432569503784,-21.14018440246582,21.808971405029297,7.744211673736572,0.4609517753124237
625,404.0,7235.5,5,203.55933361701028,100.28121185302734,0.07818930041152264,0.3957667204933058,-0.18906526267528534,-21.421981811523438,21.947996139526367,8.728682518005371,0.29680588841438293
630,404.0,9102.0,4,196.85811672683514,98.70093536376953,0.07662808641975309,0.3901851486707856,0.5011746287345886,-21.499706268310547,22.380403518676758,12.619609832763672,0.5746291875839233
635,404.0,9015.0,4,182.85024592359554,108.21165466308594,0.07496656378600823,0.3841903432482,-0.49821433424949646,-19.201337814331055,20.32892608642578,8.034343719482422,0.6607730984687805
640,404.0,20867.25,2,164.50855284631473,112.11429595947266,0.07815586419753086,0.3956476955263648,-0.3848858177661896,-19.325031280517578,20.303478240966797,8.259982109069824,0.6404202580451965
645,404.0,20555.75,2,181.72250675576979,158.67886352539062,0.0810570987654321,0.4058930348379481,-0.5901710987091064,-19.213741302490234,20.35468292236328,8.158504486083984,0.49057283997535706
650,404.0,14593.0,3,190.3767646570337,100.5596694946289,0.08284207818930041,0.41211510372504245,-1.0935969352722168,-20.627965927124023,21.57771110534668,8.32249927520752,0.4009469151496887
655,404.0,6680.7998046875,5,107.31519102486355,133.63723754882812,0.07791666666666666,0.39479555577645303,-2.1425185203552246,-21.09585189819336,21.896015167236328,7.650376796722412,0.4516151547431946
660,404.0,5373.91650390625,6,201.11608373438168,85.86151123046875,0.07287808641975309,0.3765734598619274,-1.9111158847808838,-21.373546600341797,22.021934509277344,7.5310282707214355,0.3448428511619568
665,404.0,5369.66650390625,6,213.18134951057186,96.8702392578125,0.07171553497942387,0.37229332347386696,-1.398164987564087,-20.163190841674805,20.779094696044922,7.634355068206787,0.38430550694465637
670,404.0,4346.5,7,239.10314853817871,83.4303207397461,0.06597736625514403,0.3507293977051694,-1.838941216468811,-19.801456451416016,20.516834259033203,6.949138641357422,0.2977693974971771
675,404.0,4382.78564453125,7,243.72062725197824,94.6769790649414,0.0704835390946502,0.3677255387140802,-2.2197341918945312,-18.98932647705078,19.641584396362305,6.8937602043151855,0.44634032249450684
680,404.0,4563.0712890625,7,268.32181780793746,75.602294921875,0.07057098765432099,0.36805086131935905,-2.73600697517395,-19.16795539855957,19.665115356445312,6.433166980743408,0.36724692583084106
685,404.0,5926.5,6,256.9899472386126,102.32144165039062,0.0750437242798354,0.3844700025042344,-2.696322441101074,-20.081377029418945,20.683795928955078,7.063477993011475,0.5535503029823303
690,404.0,4363.0,8,248.7113834004009,75.36538696289062,0.07885288065843621,0.39812429058000426,-3.007976770401001,-19.447954177856445,20.301647186279297,6.896257400512695,0.6398693323135376
695,404.0,5342.0712890625,7,242.53233394138059,59.71088790893555,0.08118055555555556,0.40632535209075193,-3.6470344066619873,-19.92793846130371,21.03124237060547,7.018445014953613,0.7182582020759583
700,404.0,13355.6669921875,3,216.10393650473355,96.86041259765625,0.0782227366255144,0.3958857230823292,-2.3324332237243652,-20.57534408569336,21.292177200317383,8.065922737121582,0.40488648414611816
705,404.0,10499.0,4,204.20190256188138,80.83499908447266,0.07918467078189301,0.3992997915993204,-1.9631260633468628,-20.914451599121094,21.818626403808594,10.266044616699219,0.4604138135910034
710,404.0,11410.75,4,198.43777131118216,65.6842041015625,0.08316872427983539,0.4132471405145132,-2.492666244506836,-19.881412506103516,20.683664321899414,6.501756191253662,0.43423086404800415
715,404.0,12953.8330078125,3,196.0074188468992,147.08213806152344,0.08618827160493828,0.4236171319677815,-2.258631944656372,-19.630502700805664,20.368135452270508,6.089033603668213,0.41103535890579224
720,404.0,6152.4287109375,7,210.24652575946834,89.26863098144531,0.09100051440329218,0.4398006162640305,-1.5437549352645874,-18.449617385864258,19.7246150970459,6.288900375366211,0.48326390981674194
725,404.0,7530.5,6,207.68613868565777,78.73722076416016,0.09135030864197531,0.44096098380622384,-2.7662434577941895,-18.727685928344727,20.18733024597168,7.0088653564453125,0.459841787815094
730,404.0,6569.21435546875,7,197.23843859983054,76.69328308105469,0.09479166666666666,0.4522647007962318,-4.027589321136475,-18.240079879760742,20.12679100036621,11.654163360595703,0.6022963523864746
